Rank,party,total_allocation,state_component,iplc_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
97,Libya,6.4703,3.2351,3.2351,5.9079,0.5624,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
98,Bolivia (Plurinational State of),6.2542,3.1271,3.1271,5.9079,0.3462,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
99,Venezuela (Bolivarian Republic of),6.1898,3.0949,3.0949,5.9079,0.2819,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
100,Kenya,6.0936,3.0468,3.0468,5.9079,0.1857,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
101,Ukraine,6.0931,3.0466,3.0466,5.9079,0.1852,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
102,Botswana,6.0891,3.0445,3.0445,5.9079,0.1811,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
103,Cameroon,6.0590,3.0295,3.0295,5.9079,0.1511,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
104,Turkmenistan,6.0581,3.0291,3.0291,5.9079,0.1502,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
105,Morocco,6.0506,3.0253,3.0253,5.9079,0.1426,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
106,Uzbekistan,6.0488,3.0244,3.0244,5.9079,0.1408,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
107,Paraguay,6.0345,3.0172,3.0172,5.9079,0.1266,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
108,Côte d’Ivoire,6.0096,3.0048,3.0048,5.9079,0.1016,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
109,Gabon,5.9903,2.9951,2.9951,5.9079,0.0824,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
110,Ecuador,5.9873,2.9937,2.9937,5.9079,0.0794,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
111,Ghana,5.9807,2.9903,2.9903,5.9079,0.0727,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
112,Argentina,5.9770,2.9885,2.9885,5.1023,0.8747,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
113,Belarus,5.9728,2.9864,2.9864,5.9079,0.0649,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
114,Kazakhstan,5.9652,2.9826,2.9826,5.1023,0.8629,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
115,Tunisia,5.9576,2.9788,2.9788,5.9079,0.0497,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
116,Guatemala,5.9422,2.9711,2.9711,5.9079,0.0342,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
117,Jordan,5.9363,2.9682,2.9682,5.9079,0.0284,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
118,Serbia,5.9348,2.9674,2.9674,5.9079,0.0269,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
119,Azerbaijan,5.9343,2.9672,2.9672,5.9079,0.0264,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
120,Sri Lanka,5.9277,2.9638,2.9638,5.9079,0.0198,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
121,Bosnia and Herzegovina,5.9243,2.9621,2.9621,5.9079,0.0164,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
122,El Salvador,5.9146,2.9573,2.9573,5.9079,0.0066,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
123,Lebanon,5.9112,2.9556,2.9556,5.9079,0.0033,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
124,Cuba,5.9047,2.9524,2.9524,5.1023,0.0332,0.7692,Upper middle income,False,True,False,Band 4: 0.1% - 1.0%
125,Singapore,5.8718,2.9359,2.9359,5.1023,0.0002,0.7692,High income,False,True,False,Band 4: 0.1% - 1.0%
126,Indonesia,5.7072,2.8536,2.8536,5.1023,0.6049,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
127,Iran (Islamic Republic of),5.6209,2.8104,2.8104,5.1023,0.5186,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
128,Peru,5.5114,2.7557,2.7557,5.1023,0.4091,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
129,South Africa,5.4900,2.7450,2.7450,5.1023,0.3877,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
130,Colombia,5.4569,2.7285,2.7285,5.1023,0.3546,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
