Rank,party,total_allocation,state_component,iplc_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
49,Mali,0.3686,0.1843,0.1843,0.3491,0.0195,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
50,Ethiopia,0.3671,0.1836,0.1836,0.3491,0.0180,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
51,Mauritania,0.3656,0.1828,0.1828,0.3491,0.0165,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
52,United Republic of Tanzania,0.3633,0.1816,0.1816,0.3491,0.0142,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
53,Namibia,0.3623,0.1811,0.1811,0.3491,0.0132,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
54,Mozambique,0.3617,0.1808,0.1808,0.3491,0.0126,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
55,Zambia,0.3610,0.1805,0.1805,0.3491,0.0119,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
56,Myanmar,0.3595,0.1798,0.1798,0.3491,0.0104,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
57,Afghanistan,0.3595,0.1798,0.1798,0.3491,0.0104,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
58,South Sudan,0.3592,0.1796,0.1796,0.3491,0.0101,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
59,Somalia,0.3591,0.1796,0.1796,0.3491,0.0100,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
60,Madagascar,0.3584,0.1792,0.1792,0.3491,0.0093,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
61,Yemen,0.3575,0.1788,0.1788,0.3491,0.0084,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
62,Zimbabwe,0.3553,0.1776,0.1776,0.3491,0.0062,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
63,Congo,0.3546,0.1773,0.1773,0.3491,0.0055,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
64,Burkina Faso,0.3535,0.1767,0.1767,0.3491,0.0044,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
65,Guinea,0.3530,0.1765,0.1765,0.3491,0.0039,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
66,Lao People's Democratic Republic,0.3528,0.1764,0.1764,0.3491,0.0037,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
67,Uganda,0.3523,0.1762,0.1762,0.3491,0.0032,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
68,Senegal,0.3522,0.1761,0.1761,0.3491,0.0031,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
69,Kyrgyzstan,0.3522,0.1761,0.1761,0.3491,0.0031,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
70,Syrian Arab Republic,0.3520,0.1760,0.1760,0.3491,0.0029,0.0000,Low income,False,False,False,Band 2: 0.001% - 0.01%
71,Cambodia,0.3519,0.1760,0.1760,0.3491,0.0028,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
72,Nepal,0.3514,0.1757,0.1757,0.3491,0.0023,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
73,Tajikistan,0.3513,0.1757,0.1757,0.3491,0.0022,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
74,Bangladesh,0.3512,0.1756,0.1756,0.3491,0.0021,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
75,Democratic People's Republic of Korea,0.3510,0.1755,0.1755,0.3491,0.0019,0.0000,Low income,False,False,False,Band 2: 0.001% - 0.01%
76,Nicaragua,0.3510,0.1755,0.1755,0.3491,0.0019,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
77,Benin,0.3509,0.1755,0.1755,0.3491,0.0018,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
78,Honduras,0.3509,0.1754,0.1754,0.3491,0.0018,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
79,Malawi,0.3506,0.1753,0.1753,0.3491,0.0015,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
80,Georgia,0.3502,0.1751,0.1751,0.3491,0.0011,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
81,Togo,0.3500,0.1750,0.1750,0.3491,0.0009,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
82,Republic of Moldova,0.3496,0.1748,0.1748,0.3491,0.0005,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
83,Armenia,0.3496,0.1748,0.1748,0.3491,0.0005,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
84,Equatorial Guinea,0.3496,0.1748,0.1748,0.3491,0.0004,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
85,Albania,0.3495,0.1748,0.1748,0.3491,0.0004,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
86,North Macedonia,0.3495,0.1748,0.1748,0.3491,0.0004,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
87,Rwanda,0.3495,0.1747,0.1747,0.3491,0.0004,0.0000,Low income,True,False,False,Band 2: 0.001% - 0.01%
88,Djibouti,0.3495,0.1747,0.1747,0.3491,0.0004,0.0000,Lower middle income,True,False,False,Band 2: 0.001% - 0.01%
89,Eswatini,0.3494,0.1747,0.1747,0.3491,0.0003,0.0000,Lower middle income,False,False,False,Band 2: 0.001% - 0.01%
90,Montenegro,0.3493,0.1747,0.1747,0.3491,0.0002,0.0000,Upper middle income,False,False,False,Band 2: 0.001% - 0.01%
91,Guyana,0.3372,0.1686,0.1686,0.2954,0.0034,0.0385,High income,False,True,False,Band 3: 0.01% - 0.1%
92,Brazil,0.3350,0.1675,0.1675,0.2014,0.1336,0.0000,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
93,Dominican Republic,0.3346,0.1673,0.1673,0.2954,0.0008,0.0385,Upper middle income,False,True,False,Band 3: 0.01% - 0.1%
94,Bahamas,0.3340,0.1670,0.1670,0.2954,0.0002,0.0385,High income,False,True,False,Band 3: 0.01% - 0.1%
95,Trinidad and Tobago,0.3339,0.1670,0.1670,0.2954,0.0001,0.0385,High income,False,True,False,Band 3: 0.01% - 0.1%
