scenario_id,fund_size,un_scale_mode,exclude_hi,iplc_share,tsac_beta,sosac_gamma,floor_pct,ceiling_pct,n_eligible,n_sids_eligible,floor_binding_count,ceiling_binding_count,sum_final_share,sum_total_allocation,negative_count,top10_share,top20_share,mean_alloc,median_alloc,p90_p10_ratio,hhi,gini,gini_coefficient,pct_below_equality,median_pct_of_equality,spearman_vs_iusaf,spearman_vs_equality,top20_turnover_vs_iusaf,spearman_vs_pure_iusaf,top20_turnover_vs_pure_iusaf,mean_abs_share_delta_vs_pure_iusaf,max_abs_share_delta_vs_pure_iusaf,overlay_strength_label,departure_from_pure_iusaf_flag,max_tsac_iusaf_ratio,n_parties_tsac_dominant,china_tsac_iusaf_ratio,brazil_tsac_iusaf_ratio,tsac_balance_exceeded,sosac_balance_exceeded,band1_per_party_pct_change_vs_iusaf,local_min_spearman_vs_baseline,local_max_top20_turnover_vs_baseline,local_mean_mean_abs_share_delta,local_max_abs_share_delta,local_stability_label,local_blended_instability_flag,ldc_total,sids_total,stewardship_warning_level,outcome_warning_flag,dominance_flag,expected_total_allocation,structural_break_flag,region_Africa,region_Americas,region_Asia,region_Europe,region_Oceania,income_High income,income_Low income,income_Lower middle income,income_Upper middle income
calib_geometric_base_1.5_tsac_beta-0.1_sosac_gamma-0.1,1000000000.0,band_inversion,True,50.0,0.1,0.1,0.0,,142,39,0,0,1.0,1000.0000000000001,0,0.0980690386290949,0.19429256453308189,7.042253521126761,6.714461130593723,1.7416194708228017,0.007376707846123765,0.12065963830567683,0.12065963830567639,59.859154929577464,95.34534805443087,0.846294494333954,0.0,0.8,0.846294494333954,0.8,0.0008011917632540869,0.002287941358805409,dominant overlay,True,0.6628567309123381,0,0.6628567309123381,0.3535235898199136,False,False,5.9853502363764415,,,,,not_evaluated,False,323.361035180021,358.82689599347594,mild,False,False,1000.0,True,372.83571293043235,216.2296755439308,227.9918480312523,48.47091000606874,134.47185348831596,105.76566646428462,183.77343369663888,349.3090697790201,361.15183006005657
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.0,1000000000.0,band_inversion,True,50.0,0.11,0.0,0.0,,142,39,0,0,1.0,1000.0,0,0.08235693539728475,0.16251386335933007,7.042253521126761,7.165105160635644,1.3960938279724813,0.007152374164527922,0.06886436171847232,0.06886436171847277,40.845070422535215,101.74449328102615,0.9297549387825643,0.0,0.5,0.9297549387825643,0.5,0.0003326256536251067,0.0010760191490829384,strong overlay,True,0.6554089024751206,0,0.6554089024751206,0.3495514146533978,False,False,-5.895519206487155,,,,,not_evaluated,False,339.3522417648907,287.7559055700899,none,False,False,1000.0,True,397.13766794262654,194.668171985464,244.7279030116569,53.86361055484271,109.60264650540994,83.38553649672747,201.33083258906925,362.4700246289137,352.81360628528967
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.01,1000000000.0,band_inversion,True,50.0,0.11,0.01,0.0,,142,39,0,0,1.0,1000.0,0,0.08296632911089222,0.16359729848800234,7.042253521126761,7.347630790731604,1.3690324007679158,0.007158075029231168,0.07099928173530934,0.07099928173530978,40.140845070422536,104.33635722838879,0.9572415979255027,0.0,0.1,0.9572415979255027,0.1,0.00027853158614109973,0.0010532854179093084,moderate overlay,False,0.6628567309123381,0,0.6628567309123381,0.35352358981991366,False,False,-4.761027891350668,,,,,not_evaluated,False,337.748420749305,294.7095855928235,none,False,False,1000.0,False,394.7346688388601,196.82700207268277,243.09872514206978,53.318001006675594,112.02160293971163,85.5730023414823,199.58667450220014,361.16305367999894,353.6772694763185
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.02,1000000000.0,band_inversion,True,50.0,0.11,0.02,0.0,,142,39,0,0,0.9999999999999999,1000.0,0,0.08416509624316318,0.16608153674161472,7.042253521126761,7.312022617338799,1.3599594238397843,0.00716722581851777,0.07418976179979686,0.07418976179979664,45.07042253521127,103.83072116621095,0.9560996613676817,0.0,0.6,0.9560996613676817,0.6,0.00026265555031437175,0.0010305516867356803,strong overlay,True,0.6704757737963879,0,0.6704757737963879,0.35758707935807355,False,False,-3.626536576214223,,,,,not_evaluated,False,336.14459973371925,301.6632656155572,none,False,False,1000.0,True,392.3316697350937,198.9858321599016,241.46954727248269,52.7723914585085,114.44055937401333,87.76046818623715,197.84251641533103,359.85608273108426,354.5409326673474
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.03,1000000000.0,band_inversion,True,50.0,0.11,0.03,0.0,,142,39,0,0,1.0,1000.0,0,0.08565809214116166,0.1692861202847047,7.042253521126761,7.238137991024507,1.4017669815368101,0.007179826532387732,0.07826382046132352,0.07826382046132352,45.07042253521127,102.78155947254801,0.9444412858122534,0.0,0.8,0.9444412858122534,0.8,0.0002651755460657723,0.001007817955562052,strong overlay,True,0.6782720037242529,0,0.6782720037242529,0.36174506865293493,False,False,-2.4920452610777373,,,,,not_evaluated,False,334.54077871813365,308.61694563829104,none,False,False,1000.0,True,389.9286706313274,201.1446622471205,239.84036940289565,52.22678191034142,116.85951580831504,89.947934030992,196.09835832846198,358.54911178216963,355.4045958583764
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.04,1000000000.0,band_inversion,True,50.0,0.11,0.04,0.0,,142,39,0,0,1.0,1000.0000000000002,0,0.08736967978625318,0.17270929557488762,7.042253521126762,7.164253364710214,1.4456052508355497,0.007195877170841048,0.08291145619204188,0.08291145619204165,44.36619718309859,101.73239777888503,0.9292176780966519,0.0,0.8,0.9292176780966519,0.8,0.0003012694142630507,0.0010998119805757352,strong overlay,True,0.6862516743563029,0,0.6862516743563029,0.36600089299002825,False,False,-1.3575539459412094,,,,,not_evaluated,False,332.9369577025478,315.57062566102485,none,False,False,1000.0,True,387.5256715275611,203.30349233433935,238.2111915333086,51.68117236217434,119.27847224261676,92.13539987574686,194.35420024159293,357.242140833255,356.2682590494054
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.05,1000000000.0,band_inversion,True,50.0,0.11,0.05,0.0,,142,39,0,0,1.0,1000.0000000000002,0,0.08908126743134465,0.1761324708650706,7.042253521126762,7.09036873839592,1.490381966847467,0.007215377733877714,0.08806724790755793,0.08806724790755749,42.95774647887324,100.68323608522208,0.9117699497597126,0.0,0.8,0.9117699497597126,0.8,0.0003729126867996629,0.001302229625448622,strong overlay,True,0.694421337146259,0,0.694421337146259,0.37035804647800474,False,False,-0.22306263080476468,,,,,not_evaluated,False,331.33313668696206,322.5243056837584,mild,False,False,1000.0,True,385.1226724237947,205.46232242155816,236.5820136637215,51.13556281400723,121.69742867691848,94.32286572050171,192.61004215472383,355.93516988434027,357.1319222404343
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.06,1000000000.0,band_inversion,True,50.0,0.11,0.06,0.0,,142,39,0,0,1.0,1000.0000000000001,0,0.09079285507643614,0.1795556461552536,7.042253521126761,7.016484112081627,1.5361275896235367,0.007238328221497739,0.093753071833234,0.09375307183323445,61.267605633802816,99.63407439155911,0.8925716946451835,0.0,0.8,0.8925716946451835,0.8,0.0004488422750159967,0.0015046472703215104,dominant overlay,True,0.7027878592805511,0,0.7027878592805511,0.37482019161629393,False,False,0.9114286843316799,,,,,not_evaluated,False,329.72931567137647,329.47798570649206,mild,True,False,1000.0,True,382.7196733200284,207.62115250877702,234.95283579413444,50.58995326584015,124.11638511122015,96.51033156525655,190.86588406785478,354.62819893542564,357.9955854314632
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.07,1000000000.0,band_inversion,True,50.0,0.11,0.07,0.0,,142,39,0,0,0.9999999999999998,999.9999999999998,0,0.09250444272152758,0.18297882144543653,7.042253521126759,6.942599485767329,1.582873911860563,0.007264728633701111,0.09970320717925807,0.09970320717925785,60.56338028169014,98.58491269789607,0.8735681884009805,0.0,0.8,0.8735681884009805,0.8,0.0005278155650007254,0.0017070649151943954,dominant overlay,True,0.7113584429303139,0,0.7113584429303139,0.37939116956283414,False,False,2.045919999468187,,,,,not_evaluated,False,328.1254946557906,336.43166572922587,mild,True,False,1000.0,True,380.3166742162618,209.77998259599576,233.32365792454726,50.04434371767303,126.53534154552183,98.69779741001136,189.1217259809856,353.3212279865108,358.859248622492
calib_geometric_base_1.5_tsac_beta-0.11_sosac_gamma-0.08,1000000000.0,band_inversion,True,50.0,0.11,0.08,0.0,,142,39,0,0,1.0,1000.0000000000003,0,0.0942160303666191,0.18640199673561947,7.042253521126763,6.868714859453039,1.6306541325872081,0.007294578970487851,0.10584554413968816,0.10584554413968883,60.56338028169014,97.53575100423316,0.8593360294797661,0.0,0.8,0.8593360294797661,0.8,0.0006156686282509276,0.0019094825600672865,dominant overlay,True,0.7201406459294535,0,0.7201406459294535,0.3840750111623753,False,False,3.1804113146046524,,,,,not_evaluated,False,326.52167364020505,343.3853457519596,mild,True,False,1000.0,True,377.91367511249564,211.9388126832147,231.6944800549603,49.498734169505965,128.9542979798236,100.88526325476626,187.3775678941166,352.0142570375963,359.7229118135211
