party,un_share,region,sub_region,intermediate_region,is_ldc,is_sids,has_income_data,WB Income Group,is_eu_ms,is_cbd_party,land_area_km2,has_land_area,un_band,un_band_weight,eligible,iusaf_share,tsac_share,sosac_share,final_share,inverted_share,total_allocation,iplc_component,state_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt
Kazakhstan,0.131,Asia,Central Asia,NA,False,False,True,Upper middle income,False,True,2699700.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.03451416221493644,0.0,0.00669302837218473,0.00669302837218473,6.69302837218473,3.346514186092365,3.346514186092365,4.967320261437909,1.725708110746822,0.0
Kyrgyzstan,0.003,Asia,Central Asia,NA,False,False,True,Lower middle income,False,True,191800.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0024520562702614397,0.0,0.006919988434428105,0.006919988434428105,6.919988434428105,3.4599942172140525,3.4599942172140525,6.7973856209150325,0.12260281351307199,0.0
Tajikistan,0.003,Asia,Central Asia,NA,False,False,True,Lower middle income,False,True,138790.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0017743529184024256,0.0,0.006886103266835154,0.006886103266835154,6.886103266835154,3.443051633417577,3.443051633417577,6.7973856209150325,0.08871764592012128,0.0
Turkmenistan,0.036,Asia,Central Asia,NA,False,False,True,Upper middle income,False,True,469930.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.006007793551011253,0.0,0.0060520236644786675,0.0060520236644786675,6.052023664478667,3.0260118322393335,3.0260118322393335,5.7516339869281055,0.3003896775505627,0.0
Uzbekistan,0.024,Asia,Central Asia,NA,False,False,True,Lower middle income,False,True,440650.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.005633465044268527,0.0,0.006033307239141531,0.006033307239141531,6.033307239141531,3.0166536195707656,3.0166536195707656,5.7516339869281055,0.2816732522134264,0.0
China,20.004,Asia,Eastern Asia,NA,False,False,True,Upper middle income,False,True,9388210.0,True,Band 6: > 10.0%,0.4,True,0.0022733731173628876,0.12002304065188296,0.0,0.008092655300568005,0.008092655300568005,8.092655300568005,4.046327650284002,4.046327650284002,2.0915032679738563,6.001152032594149,0.0
Japan,6.93,Asia,Eastern Asia,NA,False,False,True,High income,False,True,364569.27,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,0.004,Asia,Eastern Asia,NA,False,False,True,Upper middle income,False,True,1558499.786,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.01992455251544532,0.0,0.007793613246687299,0.007793613246687299,7.793613246687299,3.8968066233436494,3.8968066233436494,6.7973856209150325,0.996227625772266,0.0
Brunei Darussalam,0.019,Asia,South-eastern Asia,NA,False,False,True,High income,False,True,5270.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,0.008,Asia,South-eastern Asia,NA,True,False,True,Lower middle income,False,True,176520.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0022567099730268474,0.0,0.006910221119566375,0.006910221119566375,6.910221119566375,3.4551105597831877,3.4551105597831877,6.7973856209150325,0.11283549865134236,0.0
Indonesia,0.579,Asia,South-eastern Asia,NA,False,False,True,Upper middle income,False,True,1892555.47,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.024195268545521825,0.0,0.006177083688714,0.006177083688714,6.177083688713999,3.0885418443569996,3.0885418443569996,4.967320261437909,1.209763427276091,0.0
Malaysia,0.326,Asia,South-eastern Asia,NA,False,False,True,Upper middle income,False,True,328550.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.004200328923849823,0.0,0.0051773367076304,0.0051773367076304,5.1773367076304,2.5886683538152,2.5886683538152,4.967320261437909,0.21001644619249116,0.0
Myanmar,0.01,Asia,South-eastern Asia,NA,True,False,True,Lower middle income,False,True,652670.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.008344022762833858,0.0,0.007214586759056726,0.007214586759056726,7.214586759056726,3.607293379528363,3.607293379528363,6.7973856209150325,0.4172011381416929,0.0
Philippines,0.198,Asia,South-eastern Asia,NA,False,False,True,Lower middle income,False,True,298170.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.0038119375292171714,0.0,0.005157917137898767,0.005157917137898767,5.1579171378987665,2.5789585689493832,2.5789585689493832,4.967320261437909,0.1905968764608586,0.0
Singapore,0.479,Asia,South-eastern Asia,NA,False,True,True,High income,False,True,718.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,9.17923045906003e-06,0.02564102564102564,0.005737009992191631,0.005737009992191631,5.7370099921916315,2.8685049960958158,2.8685049960958158,4.967320261437909,0.0004589615229530015,0.7692307692307692
Thailand,0.341,Asia,South-eastern Asia,NA,False,False,True,Upper middle income,False,True,510890.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.006531444358257909,0.0,0.005293892479350804,0.005293892479350804,5.293892479350804,2.646946239675402,2.646946239675402,4.967320261437909,0.3265722179128955,0.0
Timor-Leste,0.001,Asia,South-eastern Asia,NA,True,True,True,Lower middle income,False,True,14870.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,0.0001901046753847112,0.02564102564102564,0.008621873257901964,0.008621873257901964,8.621873257901965,4.310936628950983,4.310936628950983,7.8431372549019605,0.00950523376923556,0.7692307692307692
Afghanistan,0.005,Asia,Southern Asia,NA,True,False,True,Low income,False,True,652230.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.008338397607677888,0.0,0.007214305501298927,0.007214305501298927,7.214305501298926,3.607152750649463,3.607152750649463,6.7973856209150325,0.41691988038389444,0.0
Bangladesh,0.01,Asia,Southern Asia,NA,True,False,True,Lower middle income,False,True,129980.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0016617219708476639,0.0,0.0068804717194574155,0.0068804717194574155,6.880471719457415,3.4402358597287077,3.4402358597287077,6.7973856209150325,0.08308609854238319,0.0
Bhutan,0.001,Asia,Southern Asia,NA,False,False,True,Lower middle income,False,True,38140.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,0.000487598676474303,0.0,0.007867517188725677,0.007867517188725677,7.867517188725676,3.933758594362838,3.933758594362838,7.8431372549019605,0.02437993382371515,0.0
India,1.106,Asia,Southern Asia,NA,False,False,True,Lower middle income,False,True,2973190.0,True,Band 5: 1.0% - 10.0%,0.75,True,0.004262574595055414,0.03801057967767784,0.0,0.0058220976113348725,0.0058220976113348725,5.822097611334873,2.9110488056674364,2.9110488056674364,3.9215686274509802,1.9005289838838921,0.0
Iran (Islamic Republic of),0.386,Asia,Southern Asia,NA,False,False,True,Upper middle income,False,True,1622500.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.020742759637639135,0.0,0.006004458243319865,0.006004458243319865,6.004458243319865,3.0022291216599326,3.0022291216599326,4.967320261437909,1.0371379818819568,0.0
Maldives,0.004,Asia,Southern Asia,NA,False,True,True,Upper middle income,False,True,298.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,3.8097641738160014e-06,0.02564102564102564,0.007566806878354493,0.007566806878354493,7.566806878354493,3.7834034391772464,3.7834034391772464,6.7973856209150325,0.00019048820869080007,0.7692307692307692
Nepal,0.01,Asia,Southern Asia,NA,True,False,True,Lower middle income,False,True,143350.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0018326499809279322,0.0,0.006889018119961429,0.006889018119961429,6.889018119961429,3.4445090599807147,3.4445090599807147,6.7973856209150325,0.09163249904639663,0.0
Pakistan,0.123,Asia,Southern Asia,NA,False,False,True,Lower middle income,False,True,770880.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.009855271833259327,0.0,0.005460083853100875,0.005460083853100875,5.460083853100874,2.730041926550437,2.730041926550437,4.967320261437909,0.49276359166296635,0.0
Sri Lanka,0.038,Asia,Southern Asia,NA,False,False,True,Lower middle income,False,True,61860.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.0007908456771552277,0.0,0.005791176270785866,0.005791176270785866,5.791176270785867,2.8955881353929334,2.8955881353929334,5.7516339869281055,0.03954228385776139,0.0
Armenia,0.007,Asia,Western Asia,NA,False,False,True,Upper middle income,False,True,28199.44,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0003605141484351473,0.0,0.0068154113283367896,0.0068154113283367896,6.815411328336789,3.4077056641683945,3.4077056641683945,6.7973856209150325,0.018025707421757364,0.0
Azerbaijan,0.034,Asia,Western Asia,NA,False,False,True,Upper middle income,False,True,82650.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.001056634258274807,0.0,0.005804465699841846,0.005804465699841846,5.804465699841845,2.9022328499209227,2.9022328499209227,5.7516339869281055,0.05283171291374035,0.0
Bahrain,0.05,Asia,Western Asia,NA,False,False,True,High income,False,True,800.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,0.009,Asia,Western Asia,NA,False,False,True,Upper middle income,False,True,69490.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0008883909813371608,0.0,0.006841805169981891,0.006841805169981891,6.841805169981892,3.420902584990946,3.420902584990946,6.7973856209150325,0.04441954906685804,0.0
Iraq,0.131,Asia,Western Asia,NA,False,False,True,Upper middle income,False,True,434130.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.005550110472411882,0.0,0.005244825785058502,0.005244825785058502,5.244825785058502,2.622412892529251,2.622412892529251,4.967320261437909,0.27750552362059405,0.0
Israel,0.609,Asia,Western Asia,NA,False,False,True,High income,False,True,21640.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,0.021,Asia,Western Asia,NA,False,False,True,Lower middle income,False,True,88794.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.0011351818793618055,0.0,0.005808393080896195,0.005808393080896195,5.808393080896195,2.9041965404480976,2.9041965404480976,5.7516339869281055,0.05675909396809027,0.0
Kuwait,0.222,Asia,Western Asia,NA,False,False,True,High income,False,True,17820.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon,0.022,Asia,Western Asia,NA,False,False,True,Lower middle income,False,True,10230.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.00013078485737630098,0.0,0.00575817322979692,0.00575817322979692,5.75817322979692,2.87908661489846,2.87908661489846,5.7516339869281055,0.006539242868815049,0.0
Oman,0.115,Asia,Western Asia,NA,False,False,True,High income,False,True,309500.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.245,Asia,Western Asia,NA,False,False,True,High income,False,True,11490.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,1.217,Asia,Western Asia,NA,False,False,True,High income,False,True,2149690.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,0.006,Asia,Western Asia,NA,False,False,True,Low income,False,True,183630.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.002347607366569907,0.0,0.006914765989243528,0.006914765989243528,6.914765989243528,3.457382994621764,3.457382994621764,6.7973856209150325,0.11738036832849535,0.0
Türkiye,0.685,Asia,Western Asia,NA,False,False,True,Upper middle income,False,True,769630.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.009839291278838957,0.0,0.0054592848253798565,0.0054592848253798565,5.459284825379857,2.7296424126899286,2.7296424126899286,4.967320261437909,0.4919645639419478,0.0
United Arab Emirates,0.574,Asia,Western Asia,NA,False,False,True,High income,False,True,71020.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,0.043,Europe,Eastern Europe,NA,False,False,True,Upper middle income,False,True,202983.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.00259502470232783,0.0,0.005881385222044497,0.005881385222044497,5.881385222044496,2.940692611022248,2.940692611022248,5.7516339869281055,0.1297512351163915,0.0
Republic of Moldova,0.006,Europe,Eastern Europe,NA,False,False,True,Upper middle income,False,True,32930.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.00042099172565020443,0.0,0.006818435207197542,0.006818435207197542,6.818435207197543,3.4092176035987714,3.4092176035987714,6.7973856209150325,0.021049586282510222,0.0
Russian Federation,2.094,Europe,Eastern Europe,NA,False,False,True,High income,False,True,16376870.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,0.074,Europe,Eastern Europe,NA,False,False,True,Upper middle income,False,True,579400.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.0074073065849295005,0.0,0.00612199931617458,0.00612199931617458,6.12199931617458,3.06099965808729,3.06099965808729,5.7516339869281055,0.37036532924647503,0.0
Iceland,0.035,Europe,Northern Europe,NA,False,False,True,High income,False,True,100830.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,0.653,Europe,Northern Europe,NA,False,False,True,High income,False,True,364270.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,0.01,Europe,Southern Europe,NA,False,False,True,Upper middle income,False,True,27400.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0003502937528944914,0.0,0.006814900308559757,0.006814900308559757,6.814900308559758,3.407450154279879,3.407450154279879,6.7973856209150325,0.01751468764472457,0.0
Andorra,0.004,Europe,Southern Europe,NA,False,False,True,High income,False,True,470.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,0.014,Europe,Southern Europe,NA,False,False,True,Upper middle income,False,True,51200.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.0006545635090583197,0.0,0.005784362162381021,0.005784362162381021,5.784362162381021,2.8921810811905106,2.8921810811905106,5.7516339869281055,0.03272817545291599,0.0
Montenegro,0.004,Europe,Southern Europe,NA,False,False,True,Upper middle income,False,True,13450.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.00017195076556317186,0.0,0.0068059831591931914,0.0068059831591931914,6.805983159193191,3.4029915795965957,3.4029915795965957,6.7973856209150325,0.008597538278158593,0.0
North Macedonia,0.008,Europe,Southern Europe,NA,False,False,True,Upper middle income,False,True,25220.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0003224236659853676,0.0,0.006813506804214301,0.006813506804214301,6.813506804214301,3.4067534021071504,3.4067534021071504,6.7973856209150325,0.01612118329926838,0.0
San Marino,0.002,Europe,Southern Europe,NA,False,False,True,High income,False,True,60.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,0.04,Europe,Southern Europe,NA,False,False,True,Upper middle income,False,True,84090.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.0010750438569670723,0.0,0.0058053861797764585,0.0058053861797764585,5.805386179776458,2.902693089888229,2.902693089888229,5.7516339869281055,0.05375219284835362,0.0
Liechtenstein,0.009,Europe,Western Europe,NA,False,False,True,High income,False,True,160.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.011,Europe,Western Europe,NA,False,False,True,High income,False,True,2.02,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,1.029,Europe,Western Europe,NA,False,False,True,High income,False,True,39509.63,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2.04,Oceania,Australia and New Zealand,NA,False,False,True,High income,False,True,7692020.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.302,Oceania,Australia and New Zealand,NA,False,False,True,High income,False,True,263310.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,0.003,Oceania,Melanesia,NA,False,True,True,Upper middle income,False,True,18270.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.00023357178340811525,0.02564102564102564,0.007578294979316207,0.007578294979316207,7.578294979316207,3.7891474896581037,3.7891474896581037,6.7973856209150325,0.011678589170405764,0.7692307692307692
Papua New Guinea,0.009,Oceania,Melanesia,NA,False,True,True,Lower middle income,False,True,452860.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.005789563099846693,0.02564102564102564,0.007856094545138135,0.007856094545138135,7.856094545138135,3.9280472725690676,3.9280472725690676,6.7973856209150325,0.28947815499233465,0.7692307692307692
Solomon Islands,0.001,Oceania,Melanesia,NA,True,True,True,Lower middle income,False,True,27990.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,0.00035783657458090563,0.02564102564102564,0.008630259852861774,0.008630259852861774,8.630259852861773,4.315129926430886,4.315129926430886,7.8431372549019605,0.01789182872904528,0.7692307692307692
Vanuatu,0.001,Oceania,Melanesia,NA,False,True,True,Lower middle income,False,True,12190.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,0.00015584236670743978,0.02564102564102564,0.008620160142468102,0.008620160142468102,8.620160142468102,4.310080071234051,4.310080071234051,7.8431372549019605,0.0077921183353719895,0.7692307692307692
Kiribati,0.001,Oceania,Micronesia,NA,True,True,True,Lower middle income,False,True,810.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,1.0355399264399198e-05,0.02564102564102564,0.00861288579409595,0.00861288579409595,8.61288579409595,4.306442897047975,4.306442897047975,7.8431372549019605,0.0005177699632199599,0.7692307692307692
Marshall Islands,0.001,Oceania,Micronesia,NA,False,True,True,Upper middle income,False,True,180.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,2.301199836533155e-06,0.02564102564102564,0.008612483084124555,0.008612483084124555,8.612483084124555,4.306241542062278,4.306241542062278,7.8431372549019605,0.00011505999182665776,0.7692307692307692
Micronesia (Federated States of),0.001,Oceania,Micronesia,NA,False,True,True,Lower middle income,False,True,700.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,8.949110475406714e-06,0.02564102564102564,0.0086128154796565,0.0086128154796565,8.612815479656499,4.306407739828249,4.306407739828249,7.8431372549019605,0.00044745552377033573,0.7692307692307692
Nauru,0.001,Oceania,Micronesia,NA,False,True,True,High income,False,True,20.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,2.5568887072590614e-07,0.02564102564102564,0.008612380808576266,0.008612380808576266,8.612380808576265,4.306190404288133,4.306190404288133,7.8431372549019605,1.2784443536295306e-05,0.7692307692307692
Palau,0.001,Oceania,Micronesia,NA,False,True,True,High income,False,True,460.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,5.880844026695841e-06,0.02564102564102564,0.008612662066334063,0.008612662066334063,8.612662066334064,4.306331033167032,4.306331033167032,7.8431372549019605,0.00029404220133479205,0.7692307692307692
Samoa,0.001,Oceania,Polynesia,NA,False,True,True,Upper middle income,False,True,2780.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,3.554075303090095e-05,0.02564102564102564,0.008614145061784274,0.008614145061784274,8.614145061784274,4.307072530892137,4.307072530892137,7.8431372549019605,0.0017770376515450475,0.7692307692307692
Tonga,0.001,Oceania,Polynesia,NA,False,True,True,Upper middle income,False,True,720.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,9.20479934613262e-06,0.02564102564102564,0.008612828264100036,0.008612828264100036,8.612828264100036,4.306414132050018,4.306414132050018,7.8431372549019605,0.00046023996730663104,0.7692307692307692
Tuvalu,0.001,Oceania,Polynesia,NA,True,True,True,Upper middle income,False,True,30.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,3.835333060888592e-07,0.02564102564102564,0.008612387200798034,0.008612387200798034,8.612387200798032,4.306193600399016,4.306193600399016,7.8431372549019605,1.917666530444296e-05,0.7692307692307692
Republic of Korea,2.349,Asia,Eastern Asia,NA,False,False,True,High income,False,True,0.0,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands (Kingdom of the),1.298,Europe,Western Europe,NA,False,False,True,High income,False,True,0.0,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,0.035,Asia,Western Asia,NA,False,False,True,High income,True,True,9240.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.071,Europe,Eastern Europe,NA,False,False,True,High income,True,True,108560.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,0.344,Europe,Eastern Europe,NA,False,False,True,High income,True,True,77167.31,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,0.223,Europe,Eastern Europe,NA,False,False,True,High income,True,True,91260.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,0.831,Europe,Eastern Europe,NA,False,False,True,High income,True,True,306270.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,0.358,Europe,Eastern Europe,NA,False,False,True,High income,True,True,230080.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,0.531,Europe,Northern Europe,NA,False,False,True,High income,True,True,40000.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,0.045,Europe,Northern Europe,NA,False,False,True,High income,True,True,42730.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,0.386,Europe,Northern Europe,NA,False,False,True,High income,True,True,303960.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,0.472,Europe,Northern Europe,NA,False,False,True,High income,True,True,68890.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,0.05,Europe,Northern Europe,NA,False,False,True,High income,True,True,62230.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,0.081,Europe,Northern Europe,NA,False,False,True,High income,True,True,62600.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,0.822,Europe,Northern Europe,NA,False,False,True,High income,True,True,407270.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,0.088,Europe,Southern Europe,NA,False,False,True,High income,True,True,55960.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,0.28,Europe,Southern Europe,NA,False,False,True,High income,True,True,128900.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2.813,Europe,Southern Europe,NA,False,False,True,High income,True,True,295720.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,0.02,Europe,Southern Europe,NA,False,False,True,High income,True,True,320.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,0.328,Europe,Southern Europe,NA,False,False,True,High income,True,True,91605.6,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,0.077,Europe,Southern Europe,NA,False,False,True,High income,True,True,20134.5,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,1.895,Europe,Southern Europe,NA,False,False,True,High income,True,True,499697.4,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,0.626,Europe,Western Europe,NA,False,False,True,High income,True,True,82520.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,0.773,Europe,Western Europe,NA,False,False,True,High income,True,True,30494.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,3.858,Europe,Western Europe,NA,False,False,True,High income,True,True,538950.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,5.692,Europe,Western Europe,NA,False,False,True,High income,True,True,349430.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,0.073,Europe,Western Europe,NA,False,False,True,High income,True,True,2574.46,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Republic of Tanzania,0.01,Africa,Sub-Saharan Africa,Eastern Africa,True,False,False,Lower middle income,False,True,885800.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.011324460084450382,0.0,0.007363608625137552,0.007363608625137552,7.363608625137552,3.681804312568776,3.681804312568776,6.7973856209150325,0.5662230042225193,0.0
Sao Tome and Principe,0.001,Africa,Sub-Saharan Africa,Middle Africa,False,True,False,Lower middle income,False,True,960.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,1.2273065794843494e-05,0.02564102564102564,0.008612981677422471,0.008612981677422471,8.612981677422471,4.306490838711236,4.306490838711236,7.8431372549019605,0.0006136532897421747,0.7692307692307692
Bahamas,0.015,Americas,Latin America and the Caribbean,Caribbean,False,True,False,High income,False,True,10010.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.00012797227979831601,0.02564102564102564,0.00652726337014879,0.00652726337014879,6.52726337014879,3.263631685074395,3.263631685074395,5.7516339869281055,0.0063986139899158,0.7692307692307692
Saint Lucia,0.002,Americas,Latin America and the Caribbean,Caribbean,False,True,False,Upper middle income,False,True,610.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,7.798510557140137e-06,0.02564102564102564,0.007567006315673659,0.007567006315673659,7.56700631567366,3.78350315783683,3.78350315783683,6.7973856209150325,0.00038992552785700686,0.7692307692307692
Saint Vincent and the Grenadines,0.001,Americas,Latin America and the Caribbean,Caribbean,False,True,False,Upper middle income,False,True,390.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,4.985932979155169e-06,0.02564102564102564,0.008612617320781687,0.008612617320781687,8.612617320781688,4.306308660390844,4.306308660390844,7.8431372549019605,0.00024929664895775844,0.7692307692307692
Bolivia (Plurinational State of),0.018,Americas,Latin America and the Caribbean,South America,False,False,False,Lower middle income,False,True,1083300.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.013849387682868705,0.0,0.00644410337107154,0.00644410337107154,6.444103371071541,3.2220516855357704,3.2220516855357704,5.7516339869281055,0.6924693841434353,0.0
