balance_point,value,above_range,max_ratio_at_sweep_limit,analytical_estimate,sweep_param,sweep_value,spearman_vs_pure_iusaf,gini_coefficient,pct_below_equality,max_tsac_iusaf_ratio,max_sosac_iusaf_ratio,max_sosac_ratio_parties,china_tsac_iusaf_ratio,brazil_tsac_iusaf_ratio,n_parties_tsac_dominant,tsac_balance_exceeded,band1_per_party_alloc_m,band1_pct_change_vs_iusaf,sids_total_m,ldc_total_m
strict,0.015,False,,,tsac_beta,0.015,0.951423088052425,0.09331116728489786,36.61971830985916,0.8292429582211571,0.1491828645314454,"Cuba, Singapore",0.8292429582211571,0.3937380317839267,0,False,8.694498415653145,1.9864664156113863,321.14869679458207,333.8639384301077
modified,0.035,False,,,tsac_beta,0.035,0.9167029434345336,0.08507645061309166,54.929577464788736,1.9762884761883912,0.15237394184762604,"Cuba, Singapore",1.9762884761883912,0.9383738832354902,1,True,8.53342907438597,0.09712304254741477,315.3562421275876,332.2720990049253
gini_optimal,0.05,False,,,tsac_beta,0.05,0.8519752083782173,0.08289088231791686,54.22535211267606,2.869300815584077,0.1548582995951417,"Cuba, Singapore",2.869300815584077,1.3623906534552537,2,True,8.412627068435585,-1.319884487250595,311.0119011273417,331.0782194360384
sosac,,True,0.5276653171390012,0.174,sosac_gamma,0.1,0.8684848623024188,0.1421978259484109,66.19718309859155,0.0,0.5276653171390012,"Cuba, Singapore",0.0,0.0,0,False,9.492319961753173,11.344913151364716,374.1687979539641,323.83107088989436
