scenario_id,fund_size,un_scale_mode,exclude_hi,iplc_share,tsac_beta,sosac_gamma,floor_pct,ceiling_pct,n_eligible,n_sids_eligible,floor_binding_count,ceiling_binding_count,sum_final_share,sum_total_allocation,negative_count,top10_share,top20_share,mean_alloc,median_alloc,p90_p10_ratio,hhi,gini,gini_coefficient,pct_below_equality,median_pct_of_equality,spearman_vs_iusaf,spearman_vs_equality,top20_turnover_vs_iusaf,spearman_vs_pure_iusaf,top20_turnover_vs_pure_iusaf,mean_abs_share_delta_vs_pure_iusaf,max_abs_share_delta_vs_pure_iusaf,overlay_strength_label,departure_from_pure_iusaf_flag,max_tsac_iusaf_ratio,n_parties_tsac_dominant,china_tsac_iusaf_ratio,brazil_tsac_iusaf_ratio,tsac_balance_exceeded,sosac_balance_exceeded,band1_per_party_pct_change_vs_iusaf,local_min_spearman_vs_baseline,local_max_top20_turnover_vs_baseline,local_mean_mean_abs_share_delta,local_max_abs_share_delta,local_stability_label,local_blended_instability_flag,ldc_total,sids_total,stewardship_warning_level,outcome_warning_flag,dominance_flag,expected_total_allocation,structural_break_flag,region_Africa,region_Americas,region_Asia,region_Europe,region_Oceania,income_High income,income_Low income,income_Lower middle income,income_Upper middle income
pure_equality,1000000000.0,band_inversion,True,50.0,0.0,0.0,0.0,,142,39,0,0,0.9999999999999999,1000.0000000000002,0,0.07042253521126761,0.1408450704225352,7.042253521126762,7.042253521126761,1.0,0.007042253521126762,2.220446049250313e-16,0.0,0.0,100.00000000000003,0.0,1.0,1.7,0.0,1.7,0.0009351563837515606,0.004768880403763873,dominant overlay,True,0.0,0,,,False,False,,1.0,0.0,0.0,0.0,stable,False,309.8591549295776,274.6478873239437,none,False,False,1000.0,True,380.2816901408451,204.22535211267606,260.5633802816902,56.33802816901409,98.59154929577466,84.50704225352113,183.09859154929578,359.1549295774648,373.23943661971833
pure_iusaf_raw,1000000000.0,raw_inversion,True,50.0,0.0,0.0,0.0,,142,39,0,0,1.0,999.9999999999999,0,0.23242909361490316,0.4648581872298063,7.04225352112676,2.9053636701862895,244.45646827348736,0.017456169329064367,0.6116403447789918,0.611640344778992,69.01408450704226,41.256164116645316,1.0,0.0,0.0,1.0,0.0,0.0,0.0,minimal overlay,False,0.0,0,,,False,False,,0.9240442717625945,1.5,0.0011536336138814184,0.013242909361490316,unstable,True,464.30478462596136,545.2665985069096,none,True,False,1000.0,True,438.55504030288597,180.27489509767096,120.40068218130608,18.010106864793716,242.7592755533433,100.70742652577093,274.07263955423997,329.60651452417557,295.61341939581354
pure_iusaf_band,1000000000.0,band_inversion,True,50.0,0.0,0.0,0.0,,142,39,0,0,1.0,1000.0000000000002,0,0.08525149190110827,0.17050298380221654,7.042253521126762,7.388462631429383,1.5789473684210524,0.00723075100532077,0.08725069942245134,0.08725069942245134,36.61971830985916,104.91616936629724,1.0,0.0,0.0,1.0,0.0,0.0,0.0,minimal overlay,False,0.0,0,,,False,False,0.0,0.9520702113260182,0.8,3.621809967853993e-05,0.0011774966753452004,unstable,True,339.8692810457516,304.6319977266269,none,False,False,1000.0,False,394.1460642227906,194.37340153452686,239.84086388178463,54.5609548167093,117.0787155441887,88.94572321682297,200.05683432793407,361.4663256606991,349.53111679454395
gini_optimal_point,1000000000.0,band_inversion,True,50.0,0.05,0.03,0.0,,142,39,0,0,1.0,1000.0,0,0.08684949040465183,0.17297631945442213,7.042253521126761,6.920221750522643,1.493482908793133,0.007190594240509041,0.08289088231791686,0.08289088231791686,54.22535211267606,98.26714885742153,0.8519752083782173,0.0,0.9,0.8519752083782173,0.9,0.0004215929633897808,0.005819282183205118,dominant overlay,True,2.869300815584077,2,2.869300815584077,1.3623906534552537,True,False,-1.319884487250595,0.9892160355413987,0.1,5.174014239791424e-05,0.0011774966753452009,moderately sensitive,False,331.0782194360384,311.0119011273417,none,False,False,1000.0,True,386.19180012314115,203.27728535643107,240.87250577916737,50.84595835954135,118.81245038171905,91.20757699004466,194.2470839426027,351.9942245719491,362.55111449540357
tsac_strict_balance,1000000000.0,band_inversion,True,50.0,0.015,0.03,0.0,,142,39,0,0,1.0,1000.0,0,0.08912980812338017,0.17823811441078774,7.042253521126761,7.086652012669721,1.647612555771808,0.0072355646093621865,0.09331116728489763,0.09331116728489786,36.61971830985916,100.63045857991004,0.951423088052425,0.0,0.8,0.951423088052425,0.8,0.0002998840879600041,0.0016980438194969141,strong overlay,True,0.8292429582211571,0,0.8292429582211571,0.3937380317839267,False,False,1.9864664156113863,0.997221232632704,0.0,3.917566209990835e-05,0.00020241764487288847,stable,False,333.8639384301077,321.14869679458207,none,False,False,1000.0,True,386.71348687498636,201.57810986425767,236.72908292486656,52.30067582840802,122.67864450748137,94.21795762277465,194.6511772299096,355.8800563413532,355.25080880596255
tsac_modified_balance,1000000000.0,band_inversion,True,50.0,0.035,0.03,0.0,,142,39,0,0,1.0,1000.0,0,0.08745454583937678,0.17485892072815082,7.042253521126761,6.988788113829417,1.5125332773660314,0.007199364218560308,0.08507645061309166,0.08507645061309166,54.929577464788736,99.24079121637772,0.9167029434345336,0.0,0.8,0.9167029434345336,0.8,0.00036283401924742557,0.004053037170187316,strong overlay,True,1.9762884761883912,1,1.9762884761883912,0.9383738832354902,True,False,0.09712304254741477,0.9958968125903728,0.0,3.9175662099908384e-05,0.00020241764487288847,stable,False,332.2720990049253,315.3562421275876,none,False,False,1000.0,True,386.41538015964625,202.54906728835675,239.09675312732418,51.46940870334135,120.46939072133148,92.49774011835751,194.42026678001994,353.65958104455086,359.4224120570717
terrestrial_max,1000000000.0,band_inversion,True,50.0,0.15,0.0,0.0,,142,39,0,0,1.0,1000.0000000000001,0,0.11686544320540952,0.2007382095047388,7.042253521126761,6.690873362801971,1.5419457264959873,0.0075367851386341,0.10627234583552547,0.10627234583552547,55.633802816901415,95.010401751788,0.39189917514782013,0.0,1.9,0.39189917514782013,1.9,0.0012472701471439355,0.01766245013017801,dominant overlay,True,9.316788530602413,6,9.316788530602413,4.423762592395882,True,False,-14.170075297980036,0.9645256606383202,0.0,9.316113103815774e-05,0.009935823247540899,sensitive,True,327.93048535688354,261.18858772416763,none,False,False,1000.0,True,391.9102638577397,201.65558221527,257.59839040021666,48.3264513787093,100.50931214806451,76.04409193369445,198.3250059537618,344.8127609346813,380.8181411778626
ocean_max,1000000000.0,band_inversion,True,50.0,0.0,0.1,0.0,,142,39,0,0,1.0,1000.0,0,0.10236736835202306,0.20473473670404618,7.042253521126761,6.649616368286444,2.1066126855600538,0.0075193124063814305,0.14219782594841113,0.1421978259484109,66.19718309859155,94.42455242966751,0.8684848623024188,0.0,0.8,0.8684848623024188,0.8,0.0009793915524977093,0.002024176448728876,dominant overlay,True,0.0,0,0.0,0.0,False,False,11.344913151364716,0.9741993331566462,0.2,5.088911481783804e-05,0.0011774966753452017,sensitive,False,323.83107088989436,374.1687979539641,none,True,False,1000.0,True,370.1160731851268,215.96170240671518,223.5490851859138,49.104859335038356,141.2682798872057,110.82038166437142,182.6152534592432,348.3966161715522,358.16774870483306
gini_optimal_floor_005,1000000000.0,band_inversion,True,50.0,0.05,0.03,0.05,,142,39,0,0,1.0,1000.0,0,0.08684949040465183,0.17297631945442213,7.042253521126761,6.920221750522643,1.493482908793133,0.007190594240509041,0.08289088231791686,0.08289088231791686,54.22535211267606,98.26714885742153,0.8519752083782173,0.0,0.9,0.8519752083782173,0.9,0.0004215929633897808,0.005819282183205118,dominant overlay,True,2.869300815584077,2,2.869300815584077,1.3623906534552537,True,False,-1.319884487250595,0.9892160355413987,0.1,4.527262459817496e-05,0.0011774966753452009,moderately sensitive,False,331.0782194360384,311.0119011273417,none,False,False,1000.0,True,386.19180012314115,203.27728535643107,240.87250577916737,50.84595835954135,118.81245038171905,91.20757699004466,194.2470839426027,351.9942245719491,362.55111449540357
gini_optimal_ceiling_1,1000000000.0,band_inversion,True,50.0,0.05,0.03,0.0,1.0,142,39,0,0,1.0,1000.0,0,0.08684949040465183,0.17297631945442213,7.042253521126761,6.920221750522643,1.493482908793133,0.007190594240509041,0.08289088231791686,0.08289088231791686,54.22535211267606,98.26714885742153,0.8519752083782173,0.0,0.9,0.8519752083782173,0.9,0.0004215929633897808,0.005819282183205118,dominant overlay,True,2.869300815584077,2,2.869300815584077,1.3623906534552537,True,False,-1.319884487250595,0.9892160355413987,0.1,4.490588911386499e-05,0.0011802147785065428,moderately sensitive,False,331.0782194360384,311.0119011273417,none,False,False,1000.0,True,386.19180012314115,203.27728535643107,240.87250577916737,50.84595835954135,118.81245038171905,91.20757699004466,194.2470839426027,351.9942245719491,362.55111449540357
